Sample_No,Age,Error_Plus,Error_Minus,Age_Method,Age_Interpretation,Age_Note,Age_Material,Age_Technique,Age_Qualifier,Geological_Province,Province,Latitude,Longitude,Location,Geological_Info,Rock_Type,Rock_Description,References
AL97-27c,978,3,3,Ar/Ar,Cooling,,Biotite,Laser-Step,,Grenville Province,NY,44.28902,-75.39705,Adrondack Lowlands,Adrondack Lowlands,Metamorphic,Popple Hill gneiss,"Dahl, P.S., Pomfrey, M.E., and Foland, K.A., 2004, Slow cooling and apparent tilting of the Adirondacks Lowlands, Grenville province, New York, USA, based upon 40Ar/39Ar ages: GSA Memoir 197, p. 299-323."
AL97-27d,935,3,3,Ar/Ar,Cooling,,Biotite,Laser-Step,,Grenville Province,NY,44.28902,-75.39705,Adrondack Lowlands,Adrondack Lowlands,Metamorphic,Popple Hill gneiss,"Dahl, P.S., Pomfrey, M.E., and Foland, K.A., 2004, Slow cooling and apparent tilting of the Adirondacks Lowlands, Grenville province, New York, USA, based upon 40Ar/39Ar ages: GSA Memoir 197, p. 299-323."
AL97-31,898,3,3,Ar/Ar,Cooling,,Biotite,Laser-Step,,Grenville Province,NY,44.19778,-75.28213,Adrondack Lowlands,Adrondack Lowlands,Plutonic,Hermon granite,"Dahl, P.S., Pomfrey, M.E., and Foland, K.A., 2004, Slow cooling and apparent tilting of the Adirondacks Lowlands, Grenville province, New York, USA, based upon 40Ar/39Ar ages: GSA Memoir 197, p. 299-323."
AL97-33,920,2,2,Ar/Ar,Cooling,,Biotite,Laser-Step,,Grenville Province,NY,44.21925,-75.376,Adrondack Lowlands,Adrondack Lowlands,Metamorphic,Popple Hill gneiss,"Dahl, P.S., Pomfrey, M.E., and Foland, K.A., 2004, Slow cooling and apparent tilting of the Adirondacks Lowlands, Grenville province, New York, USA, based upon 40Ar/39Ar ages: GSA Memoir 197, p. 299-323."
AL97-35,926,3,3,Ar/Ar,Cooling,,Biotite,Laser-Step,,Grenville Province,NY,44.22635,-75.38517,Adrondack Lowlands,Adrondack Lowlands,Metamorphic,Hyde School gneiss,"Dahl, P.S., Pomfrey, M.E., and Foland, K.A., 2004, Slow cooling and apparent tilting of the Adirondacks Lowlands, Grenville province, New York, USA, based upon 40Ar/39Ar ages: GSA Memoir 197, p. 299-323."
AL97-37,968,3,3,Ar/Ar,Cooling,,Biotite,Laser-Step,,Grenville Province,NY,44.24942,-75.58952,Adrondack Lowlands,Adrondack Lowlands,Plutonic,Antwerp granite,"Dahl, P.S., Pomfrey, M.E., and Foland, K.A., 2004, Slow cooling and apparent tilting of the Adirondacks Lowlands, Grenville province, New York, USA, based upon 40Ar/39Ar ages: GSA Memoir 197, p. 299-323."
AL97-40a,939,2,2,Ar/Ar,Cooling,,Biotite,Laser-Step,,Grenville Province,NY,44.19537,-75.62437,Adrondack Lowlands,Adrondack Lowlands,Metamorphic,Popple Hill gneiss,"Dahl, P.S., Pomfrey, M.E., and Foland, K.A., 2004, Slow cooling and apparent tilting of the Adirondacks Lowlands, Grenville province, New York, USA, based upon 40Ar/39Ar ages: GSA Memoir 197, p. 299-323."
AL98-42,923,3,3,Ar/Ar,Cooling,,Biotite,Laser-Step,,Grenville Province,NY,44.2842,-75.33203,Adrondack Lowlands,Adrondack Lowlands,Plutonic,Hermon granite,"Dahl, P.S., Pomfrey, M.E., and Foland, K.A., 2004, Slow cooling and apparent tilting of the Adirondacks Lowlands, Grenville province, New York, USA, based upon 40Ar/39Ar ages: GSA Memoir 197, p. 299-323."
AL98-43,901,3,3,Ar/Ar,Cooling,,Biotite,Laser-Step,,Grenville Province,NY,44.34945,-75.27223,Adrondack Lowlands,Adrondack Lowlands,Plutonic,Hermon granite,"Dahl, P.S., Pomfrey, M.E., and Foland, K.A., 2004, Slow cooling and apparent tilting of the Adirondacks Lowlands, Grenville province, New York, USA, based upon 40Ar/39Ar ages: GSA Memoir 197, p. 299-323."
AL98-45,925,2,2,Ar/Ar,Cooling,,Biotite,Laser-Step,,Grenville Province,NY,44.41463,-75.33897,Adrondack Lowlands,Adrondack Lowlands,Plutonic,Antwerp granite,"Dahl, P.S., Pomfrey, M.E., and Foland, K.A., 2004, Slow cooling and apparent tilting of the Adirondacks Lowlands, Grenville province, New York, USA, based upon 40Ar/39Ar ages: GSA Memoir 197, p. 299-323."
AL98-47b,980,3,3,Ar/Ar,Cooling,,Biotite,Laser-Step,,Grenville Province,NY,44.52148,-75.2087,Adrondack Lowlands,Adrondack Lowlands,Metamorphic,Hyde School gneiss,"Dahl, P.S., Pomfrey, M.E., and Foland, K.A., 2004, Slow cooling and apparent tilting of the Adirondacks Lowlands, Grenville province, New York, USA, based upon 40Ar/39Ar ages: GSA Memoir 197, p. 299-323."
AL98-49,920,2,2,Ar/Ar,Cooling,,Biotite,Laser-Step,,Grenville Province,NY,44.512,-75.36583,Adrondack Lowlands,Adrondack Lowlands,Metamorphic,Calc-silicate gneiss,"Dahl, P.S., Pomfrey, M.E., and Foland, K.A., 2004, Slow cooling and apparent tilting of the Adirondacks Lowlands, Grenville province, New York, USA, based upon 40Ar/39Ar ages: GSA Memoir 197, p. 299-323."
AL98-50,1237,3,3,Ar/Ar,Cooling,,Biotite,Laser-Step,,Grenville Province,NY,44.52727,-75.5216,Adrondack Lowlands,Adrondack Lowlands,Metamorphic,Hyde School gneiss,"Dahl, P.S., Pomfrey, M.E., and Foland, K.A., 2004, Slow cooling and apparent tilting of the Adirondacks Lowlands, Grenville province, New York, USA, based upon 40Ar/39Ar ages: GSA Memoir 197, p. 299-323."
AL98-51,1037,3,3,Ar/Ar,Cooling,,Biotite,Laser-Step,,Grenville Province,NY,44.4607,-75.71077,Adrondack Lowlands,Adrondack Lowlands,Plutonic,Rockport granite,"Dahl, P.S., Pomfrey, M.E., and Foland, K.A., 2004, Slow cooling and apparent tilting of the Adirondacks Lowlands, Grenville province, New York, USA, based upon 40Ar/39Ar ages: GSA Memoir 197, p. 299-323."
AL98-55,994,3,3,Ar/Ar,Cooling,,Biotite,Laser-Step,,Grenville Province,NY,44.29062,-75.67975,Adrondack Lowlands,Adrondack Lowlands,Metamorphic,Hyde School gneiss,"Dahl, P.S., Pomfrey, M.E., and Foland, K.A., 2004, Slow cooling and apparent tilting of the Adirondacks Lowlands, Grenville province, New York, USA, based upon 40Ar/39Ar ages: GSA Memoir 197, p. 299-323."
AL98-57,951,3,3,Ar/Ar,Cooling,,Biotite,Laser-Step,,Grenville Province,NY,44.16047,-75.7025,Adrondack Lowlands,Adrondack Lowlands,Plutonic,Hermon granite,"Dahl, P.S., Pomfrey, M.E., and Foland, K.A., 2004, Slow cooling and apparent tilting of the Adirondacks Lowlands, Grenville province, New York, USA, based upon 40Ar/39Ar ages: GSA Memoir 197, p. 299-323."
HM95,915,2,2,Ar/Ar,Cooling,Plateau Age,Biotite,Laser-Step,Direct,Grenville Province,NY,44.45,-75.2,"Northwest of Russell on Rt. 17 in Devil's Elbow, 2 miles south of Hermon. Massive outcrop on both sides of the road; sample from east side",Carthage-Colton shear zone,Metamorphic,garnet biotite gneiss,"Streepey, M.M., van der Pluijm, B.A., Essene, E.J., Hall, C.M., and Magloughlin, J.F., 2000, Late Proterozoic (ca. 930 Ma) extension in eastern Laurentia: Geological Society of America Bulletin, v. 112, p. 1522–1530."
A128,964,4,4,Ar/Ar,Cooling,Plateau Age,Biotite,Laser-Step,Direct,Grenville Province,NY,44.36,-75.29,"Outcrop 40m long roadcut on the south side of Trout Lake Rd, north of Edwards on the west side of Trout Lake just west of 2 islands",Carthage-Colton shear zone,Metamorphic,amphibolite,"Streepey, M.M., van der Pluijm, B.A., Essene, E.J., Hall, C.M., and Magloughlin, J.F., 2000, Late Proterozoic (ca. 930 Ma) extension in eastern Laurentia: Geological Society of America Bulletin, v. 112, p. 1522–1530."
A129,924,3,3,Ar/Ar,Cooling,Plateau Age,Biotite,Laser-Step,Direct,Grenville Province,NY,44.34,-75.28,"Outcrop due west of westernmost extreme of Cedar Lake, south of Trout Lake on Rt. 19 on the way to Edwards",Carthage-Colton shear zone,Metamorphic,amphibolite,"Streepey, M.M., van der Pluijm, B.A., Essene, E.J., Hall, C.M., and Magloughlin, J.F., 2000, Late Proterozoic (ca. 930 Ma) extension in eastern Laurentia: Geological Society of America Bulletin, v. 112, p. 1522–1530."
A136,937,8,8,Ar/Ar,Cooling,Total Gas Age,Biotite,Laser-Step,Estimate,Grenville Province,NY,44.56,-74.8,"Small outcrop on Joe Indian Rd at the crest of a small hill. Located at the N70W, 60N symbol on Leonard and Buddington's map",Carthage-Colton shear zone,Metamorphic,hornblende granite,"Streepey, M.M., van der Pluijm, B.A., Essene, E.J., Hall, C.M., and Magloughlin, J.F., 2000, Late Proterozoic (ca. 930 Ma) extension in eastern Laurentia: Geological Society of America Bulletin, v. 112, p. 1522–1530."
A112,940,4,4,Ar/Ar,Cooling,Plateau Age,Biotite,Laser-Step,Direct,Grenville Province,NY,44.29,-75.4,"Near Gouverneur, north of junction of Poplar Hill Rd and Hwy 812. Sample from northerly outcrop",Carthage-Colton shear zone,Metamorphic,amphibolite,"Streepey, M.M., van der Pluijm, B.A., Essene, E.J., Hall, C.M., and Magloughlin, J.F., 2000, Late Proterozoic (ca. 930 Ma) extension in eastern Laurentia: Geological Society of America Bulletin, v. 112, p. 1522–1530."
A142,919,1,1,Ar/Ar,Cooling,Total Gas Age,Biotite,Laser-Step,Estimate,Grenville Province,NY,44.17,-75.16,Small outcrop on the east side of Mud Lake Rd at the junction of Mud Lake and Briggs Rd (outcrop on the southeast corner of intersection),Carthage-Colton shear zone,Metamorphic,hornblende granite,"Streepey, M.M., van der Pluijm, B.A., Essene, E.J., Hall, C.M., and Magloughlin, J.F., 2000, Late Proterozoic (ca. 930 Ma) extension in eastern Laurentia: Geological Society of America Bulletin, v. 112, p. 1522–1530."
LB93,904,2,2,Ar/Ar,Cooling,Plateau Age,Biotite,Laser-Step,Direct,Grenville Province,NY,44.21,-75.38,Outcrop just north of LB596-31b,Carthage-Colton shear zone,Metamorphic,biotite schist,"Streepey, M.M., van der Pluijm, B.A., Essene, E.J., Hall, C.M., and Magloughlin, J.F., 2000, Late Proterozoic (ca. 930 Ma) extension in eastern Laurentia: Geological Society of America Bulletin, v. 112, p. 1522–1530."
LB596-31b,925,2,2,Ar/Ar,Cooling,Plateau Age,Biotite,Laser-Step,Direct,Grenville Province,NY,44.21,-75.37,"4.5 miles from intersection of Hwy 3 and Hwy 812, on Hwy 812. South of Balmat, at first bend in road north of Geers Corners. Outcrop on both sidse of the road, sample from the east side",Carthage-Colton shear zone,Metamorphic,biotite schist,"Streepey, M.M., van der Pluijm, B.A., Essene, E.J., Hall, C.M., and Magloughlin, J.F., 2000, Late Proterozoic (ca. 930 Ma) extension in eastern Laurentia: Geological Society of America Bulletin, v. 112, p. 1522–1530."
PP596-60,899,1,1,Ar/Ar,Cooling,Plateau Age,Biotite,Laser-Step,Direct,Grenville Province,NY,44.53,-75.04,1 mile southwest of Pierrepont on Rt. 2. Outcrop on east side of road,Carthage-Colton shear zone,Metamorphic,garnet biotite sillmanite schist,"Streepey, M.M., van der Pluijm, B.A., Essene, E.J., Hall, C.M., and Magloughlin, J.F., 2000, Late Proterozoic (ca. 930 Ma) extension in eastern Laurentia: Geological Society of America Bulletin, v. 112, p. 1522–1530."
SE596-49,895,1,1,Ar/Ar,Cooling,Plateau Age,Biotite,Laser-Step,Direct,Grenville Province,NY,44.39,-75.19,"On Rt 87, north of Dana Hill Rd. 1.9 miles south of Whipperwill Corners. Smallish outcrop on northwest side of road",Carthage-Colton shear zone,Metamorphic,amphibolite,"Streepey, M.M., van der Pluijm, B.A., Essene, E.J., Hall, C.M., and Magloughlin, J.F., 2000, Late Proterozoic (ca. 930 Ma) extension in eastern Laurentia: Geological Society of America Bulletin, v. 112, p. 1522–1530."
CN596-56,924,2,2,Ar/Ar,Cooling,Plateau Age,Biotite,Laser-Step,Direct,Grenville Province,NY,44.51,-74.99,"0.2 miles south of junction of Hanson Rd and Orebed Rd, on Orebed Rd near Colton. Small outcrop on west side of road",Carthage-Colton shear zone,Metamorphic,hornblende granite,"Streepey, M.M., van der Pluijm, B.A., Essene, E.J., Hall, C.M., and Magloughlin, J.F., 2000, Late Proterozoic (ca. 930 Ma) extension in eastern Laurentia: Geological Society of America Bulletin, v. 112, p. 1522–1530."
HA-369,1168,6,6,U/Pb,Metamorphic,,Garnet,TIMS,,Grenville Province,NY,44.1,-75.3,Adirondack Lowlands,Adirondack Lowlands,Metamorphic,metapelitic gneisses,"Mezger, K., Rawnsley, C.M., and Bohlen, S.R., 1991, U-Pb garnet, sphene, monazite, and rutile ages - implications for the duration of high-grade metamorphism and cooling histories, Adirondack Mts., New York, Journal of Geology, v.99, p.415- 428."
ED-99,1127,4,4,U/Pb,Metamorphic,,Garnet,TIMS,,Grenville Province,NY,44.5,-75.1,Adirondack Lowlands,Adirondack Lowlands,Metamorphic,metapelitic gneisses,"Mezger, K., Rawnsley, C.M., and Bohlen, S.R., 1991, U-Pb garnet, sphene, monazite, and rutile ages - implications for the duration of high-grade metamorphism and cooling histories, Adirondack Mts., New York, Journal of Geology, v.99, p.415- 428."
LB-81,1153,3,3,U/Pb,Metamorphic,,Garnet,TIMS,,Grenville Province,NY,44.1,-75.4,Adirondack Lowlands,Adirondack Lowlands,Metamorphic,metapelitic gneisses,"Mezger, K., Rawnsley, C.M., and Bohlen, S.R., 1991, U-Pb garnet, sphene, monazite, and rutile ages - implications for the duration of high-grade metamorphism and cooling histories, Adirondack Mts., New York, Journal of Geology, v.99, p.415- 428."
BM-1F,1013,4,4,U/Pb,Metamorphic,,Garnet,TIMS,,Grenville Province,NY,43.9,-74.4,Adirondack Highlands,Adirondack Highlands,Metamorphic,metapelitic gneisses,"Mezger, K., Rawnsley, C.M., and Bohlen, S.R., 1991, U-Pb garnet, sphene, monazite, and rutile ages - implications for the duration of high-grade metamorphism and cooling histories, Adirondack Mts., New York, Journal of Geology, v.99, p.415- 428."
CS,1026,3,3,U/Pb,Metamorphic,,Garnet,TIMS,,Grenville Province,NY,44.2,-73.9,Adirondack Highlands,Adirondack Highlands,Metamorphic,calc-silicate,"Mezger, K., Rawnsley, C.M., and Bohlen, S.R., 1991, U-Pb garnet, sphene, monazite, and rutile ages - implications for the duration of high-grade metamorphism and cooling histories, Adirondack Mts., New York, Journal of Geology, v.99, p.415- 428."
CS,1027,4,4,U/Pb,Metamorphic,,Garnet,TIMS,,Grenville Province,NY,44.2,-73.9,Adirondack Highlands,Adirondack Highlands,Metamorphic,calc-silicate,"Mezger, K., Rawnsley, C.M., and Bohlen, S.R., 1991, U-Pb garnet, sphene, monazite, and rutile ages - implications for the duration of high-grade metamorphism and cooling histories, Adirondack Mts., New York, Journal of Geology, v.99, p.415- 428."
SP-1,1064,3,3,U/Pb,Metamorphic,,Garnet,TIMS,,Grenville Province,NY,43.5,-74.2,Adirondack Highlands,Adirondack Highlands,Metamorphic,metapelitic gneisses,"Mezger, K., Rawnsley, C.M., and Bohlen, S.R., 1991, U-Pb garnet, sphene, monazite, and rutile ages - implications for the duration of high-grade metamorphism and cooling histories, Adirondack Mts., New York, Journal of Geology, v.99, p.415- 428."
P-17B,1154,11,11,U/Pb,Metamorphic,,Garnet,TIMS,,Grenville Province,NY,43.3,-74.5,Adirondack Highlands,Adirondack Highlands,Metamorphic,metapelitic gneisses,"Mezger, K., Rawnsley, C.M., and Bohlen, S.R., 1991, U-Pb garnet, sphene, monazite, and rutile ages - implications for the duration of high-grade metamorphism and cooling histories, Adirondack Mts., New York, Journal of Geology, v.99, p.415- 428."
AL97-13b,1020,4,4,Ar/Ar,Cooling,,Hornblende,Laser-Step,,Grenville Province,NY,44.45237,-75.25455,Adrondack Lowlands,Adrondack Lowlands,Plutonic,Hermon granite,"Dahl, P.S., Pomfrey, M.E., and Foland, K.A., 2004, Slow cooling and apparent tilting of the Adirondacks Lowlands, Grenville province, New York, USA, based upon 40Ar/39Ar ages: GSA Memoir 197, p. 299-323."
AL97-15a,1080,3,3,Ar/Ar,Cooling,,Hornblende,Laser-Step,,Grenville Province,NY,44.37252,-75.55488,Adrondack Lowlands,Adrondack Lowlands,Metamorphic,Amphibolite-metagabbro,"Dahl, P.S., Pomfrey, M.E., and Foland, K.A., 2004, Slow cooling and apparent tilting of the Adirondacks Lowlands, Grenville province, New York, USA, based upon 40Ar/39Ar ages: GSA Memoir 197, p. 299-323."
AL97-18a,1055,10,10,Ar/Ar,Cooling,,Hornblende,Laser-Step,,Grenville Province,NY,44.3869,-75.64777,Adrondack Lowlands,Adrondack Lowlands,Plutonic,Antwerp granite,"Dahl, P.S., Pomfrey, M.E., and Foland, K.A., 2004, Slow cooling and apparent tilting of the Adirondacks Lowlands, Grenville province, New York, USA, based upon 40Ar/39Ar ages: GSA Memoir 197, p. 299-323."
AL97-22b,1098,3,3,Ar/Ar,Cooling,,Hornblende,Laser-Step,,Grenville Province,NY,44.41687,-75.56672,Adrondack Lowlands,Adrondack Lowlands,Metamorphic,Hyde School gneiss,"Dahl, P.S., Pomfrey, M.E., and Foland, K.A., 2004, Slow cooling and apparent tilting of the Adirondacks Lowlands, Grenville province, New York, USA, based upon 40Ar/39Ar ages: GSA Memoir 197, p. 299-323."
AL97-27c,1050,10,10,Ar/Ar,Cooling,,Hornblende,Laser-Step,,Grenville Province,NY,44.28902,-75.39705,Adrondack Lowlands,Adrondack Lowlands,Metamorphic,Popple Hill gneiss,"Dahl, P.S., Pomfrey, M.E., and Foland, K.A., 2004, Slow cooling and apparent tilting of the Adirondacks Lowlands, Grenville province, New York, USA, based upon 40Ar/39Ar ages: GSA Memoir 197, p. 299-323."
AL97-27d,1063,3,3,Ar/Ar,Cooling,,Hornblende,Laser-Step,,Grenville Province,NY,44.28902,-75.39705,Adrondack Lowlands,Adrondack Lowlands,Metamorphic,Popple Hill gneiss,"Dahl, P.S., Pomfrey, M.E., and Foland, K.A., 2004, Slow cooling and apparent tilting of the Adirondacks Lowlands, Grenville province, New York, USA, based upon 40Ar/39Ar ages: GSA Memoir 197, p. 299-323."
AL97-35,1053,4,4,Ar/Ar,Cooling,,Hornblende,Laser-Step,,Grenville Province,NY,44.22635,-75.38517,Adrondack Lowlands,Adrondack Lowlands,Metamorphic,Hyde School gneiss,"Dahl, P.S., Pomfrey, M.E., and Foland, K.A., 2004, Slow cooling and apparent tilting of the Adirondacks Lowlands, Grenville province, New York, USA, based upon 40Ar/39Ar ages: GSA Memoir 197, p. 299-323."
AL98-45,1055,3,3,Ar/Ar,Cooling,,Hornblende,Laser-Step,,Grenville Province,NY,44.41463,-75.33897,Adrondack Lowlands,Adrondack Lowlands,Plutonic,Antwerp granite,"Dahl, P.S., Pomfrey, M.E., and Foland, K.A., 2004, Slow cooling and apparent tilting of the Adirondacks Lowlands, Grenville province, New York, USA, based upon 40Ar/39Ar ages: GSA Memoir 197, p. 299-323."
AL98-46,1015,3,3,Ar/Ar,Cooling,,Hornblende,Laser-Step,,Grenville Province,NY,44.52148,-75.2087,Adrondack Lowlands,Adrondack Lowlands,Metamorphic,Amphibolite-metagabbro,"Dahl, P.S., Pomfrey, M.E., and Foland, K.A., 2004, Slow cooling and apparent tilting of the Adirondacks Lowlands, Grenville province, New York, USA, based upon 40Ar/39Ar ages: GSA Memoir 197, p. 299-323."
AL98-47b,1012,3,3,Ar/Ar,Cooling,,Hornblende,Laser-Step,,Grenville Province,NY,44.5854,-75.18005,Adrondack Lowlands,Adrondack Lowlands,Metamorphic,Hyde School gneiss,"Dahl, P.S., Pomfrey, M.E., and Foland, K.A., 2004, Slow cooling and apparent tilting of the Adirondacks Lowlands, Grenville province, New York, USA, based upon 40Ar/39Ar ages: GSA Memoir 197, p. 299-323."
AL98-50,1083,3,3,Ar/Ar,Cooling,,Hornblende,Laser-Step,,Grenville Province,NY,44.52727,-75.5216,Adrondack Lowlands,Adrondack Lowlands,Metamorphic,Hyde School gneiss,"Dahl, P.S., Pomfrey, M.E., and Foland, K.A., 2004, Slow cooling and apparent tilting of the Adirondacks Lowlands, Grenville province, New York, USA, based upon 40Ar/39Ar ages: GSA Memoir 197, p. 299-323."
A125,1065,,,Ar/Ar,Cooling,Plateau Age,Hornblende,Laser-Step,Direct,Grenville Province,NY,44.31,-75.4,"Emoryville Rd., E of Hailsboro, small outcrop north of road, NW of house, 1.8 mi. E of bridge, 2.1 mi. from Island Branch Rd.",Carthage-Colton shear zone,Metamorphic,amphibolite,"Streepey, M.M., van der Pluijm, B.A., Essene, E.J., Hall, C.M., and Magloughlin, J.F., 2000, Late Proterozoic (ca. 930 Ma) extension in eastern Laurentia: Geological Society of America Bulletin, v. 112, p. 1522–1530."
A102,990,,0,Ar/Ar,Cooling,Plateau Age,Hornblende,Laser-Step,Total Gas Age,Grenville Province,NY,44.3,-75.4,"Popple Hill Formation, near Russell.",Carthage-Colton shear zone,Metamorphic,amphibolite,"Streepey, M.M., van der Pluijm, B.A., Essene, E.J., Hall, C.M., and Magloughlin, J.F., 2000, Late Proterozoic (ca. 930 Ma) extension in eastern Laurentia: Geological Society of America Bulletin, v. 112, p. 1522–1530."
A112,1051.97,1.39,1.39,Ar/Ar,Cooling,Plateau Age,Hornblende,Laser-Step,Total Gas Age,Grenville Province,NY,44.29,-75.4,"Near Gouverneur, Hwy 58/812, N Jct. of Poplar Hill Rd.",Adirondack Lowlands,Metamorphic,,"Streepey, M.M., Lithgow-Bertelloni, C., van der Pluijm, B.A., Essene, E.J., and Magloughlin, J.F., 2004, Exhumation of a collisional orogen: A perspective from the North American Grenville Province, in Tollo, R.P., Corriveau, L., McLelland, J., and Bartholomew, M.J., eds., Proterozoic tectonic evolution of the Grenville orogen in North America: Boulder, Colorado, Geological Society of America Memoir 197, p. 391–410."
A114,992.4,1.78,1.78,Ar/Ar,Cooling,Plateau Age,Hornblende,Laser-Step,Total Gas Age,Grenville Province,NY,44.41,-75.2,"Along Grass River, Hwy 17, W side of road, 1.5 km NW of Russell.",Adirondack Lowlands,Metamorphic,,"Streepey, M.M., Lithgow-Bertelloni, C., van der Pluijm, B.A., Essene, E.J., and Magloughlin, J.F., 2004, Exhumation of a collisional orogen: A perspective from the North American Grenville Province, in Tollo, R.P., Corriveau, L., McLelland, J., and Bartholomew, M.J., eds., Proterozoic tectonic evolution of the Grenville orogen in North America: Boulder, Colorado, Geological Society of America Memoir 197, p. 391–410."
A117,987.87,1.62,1.62,Ar/Ar,Cooling,Plateau Age,Hornblende,Laser-Step,Total Gas Age,Grenville Province,NY,44.49,-75.05,0.5 mi. E of Rt. 27 and Brouser’s Corner.,Adirondack Highlands,Metamorphic,,"Streepey, M.M., Lithgow-Bertelloni, C., van der Pluijm, B.A., Essene, E.J., and Magloughlin, J.F., 2004, Exhumation of a collisional orogen: A perspective from the North American Grenville Province, in Tollo, R.P., Corriveau, L., McLelland, J., and Bartholomew, M.J., eds., Proterozoic tectonic evolution of the Grenville orogen in North America: Boulder, Colorado, Geological Society of America Memoir 197, p. 391–410."
