Sample_No,Age,Error_Plus,Error_Minus,Age_Method,Age_Interpretation,Age_Note,Age_Material,Age_Technique,Age_Qualifier,Geological_Province,Province,Latitude,Longitude,Location,Geological_Info,Rock_Type,Rock_Description,References
Lac la Galissonniere,987,8,8,U/Pb,Metamorphic,weakly foliated finer-grained granite,Titanite,TIMS,Direct,Grenville Province,QC,51.43183,-61.89448,Between the two arms of Natashquan River and 7 km E of Lac la Galissonierre. Coordinates approximate (given to nearest km),Wakeham Terrane - unnamed granite,Plutonic,weakly foliated finer-grained granite,"Martignole, J., Machado, N. and Indares, A., 1994. The Wakeham Terrane: a Mesoproterozoic terrestrial rift in the eastern part of the Grenville Province; Precambrian Research, v. 68, p. 291-30"
Davy Group,1177,5,4,U/Pb,Igneous Crystallization,coarse-grained gabbro,"Zircon, Baddeleyite",TIMS,Direct,Grenville Province,QC,50.96896,-62.80316,1 km W of Lac Davy. Coordinates interpolated from regional-scale sketch map in report (approximate),Wakeham Terrane - Davy Group,Plutonic,coarse-grained gabbro,"Martignole, J., Machado, N. and Indares, A., 1994. The Wakeham Terrane: a Mesoproterozoic terrestrial rift in the eastern part of the Grenville Province; Precambrian Research, v. 68, p. 291-30"
Natashquan R gran,1239,3,3,U/Pb,Igneous Crystallization,weakly foliated finer-grained granite,Zircon,TIMS,Estimate,Grenville Province,QC,51.41926,-61.71933,Between the two arms of Natashquan River and 7 km E of Lac la Galissonierre. Coordinates approximate (given to nearest km),Wakeham Terrane - Natashquan River granite,Plutonic,weakly foliated finer-grained granite,"Martignole, J., Machado, N. and Indares, A., 1994. The Wakeham Terrane: a Mesoproterozoic terrestrial rift in the eastern part of the Grenville Province; Precambrian Research, v. 68, p. 291-30"
Lac la Galissonniere,1245,3,3,U/Pb,Igneous Crystallization,weakly foliated finer-grained granite,Zircon,TIMS,Estimate,Grenville Province,QC,51.43183,-61.89448,Between the two arms of Natashquan River and 7 km E of Lac la Galissonierre. Coordinates approximate (given to nearest km),Wakeham Terrane - unnamed granite,Plutonic,weakly foliated finer-grained granite,"Martignole, J., Machado, N. and Indares, A., 1994. The Wakeham Terrane: a Mesoproterozoic terrestrial rift in the eastern part of the Grenville Province; Precambrian Research, v. 68, p. 291-30"
