site,dir_dec,dir_inc,dir_alpha95,dir_n_samples,lat,lon,dir_k,vgp_lat,vgp_lon,dir_comp_name
1,331,-49,9,9,54.5,-59,36,-2,326,AR
2,120,54,6,11,54.5,-59,54,13,348,AN
3,121,54,6,13,54.5,-59,54,13,348,AN
4,133,26,4,33,54.5,-59,39,-11,348,AN
5,133,26,4,36,54.5,-59,40,-11,348,AN
6,351,80,3,30,54.5,-59,65,73,292,NaN
7,352,80,3,35,54.5,-59,69,73,293,NaN
8,352,-76,14,5,54.5,-59,30,29,305,AR
