Sample_No,Age,Error_Plus,Error_Minus,Age_Method,Age_Interpretation,Age_Note,Age_Material,Age_Technique,Age_Qualifier,Geological_Province,Province,Latitude,Longitude,Location,Geological_Info,Rock_Type,Rock_Description,References
TH15-86,1202,10,10,Ar/Ar,Direct,,Hornblende,Ar Furnace-Step,,Grenville Province,ON,45,-78,,,,,"Berger, G. W., & York, D. (1981). 40Ar/39Ar dating of the Thanet gabbro, Ontario: looking through the Grenvillian metamorphic veil and implications for paleomagnetism. Canadian Journal of Earth Sciences, 18(2), 266-273."
TH2-34,1056,8.1,8.1,Ar/Ar,Direct,,Hornblende,Ar Furnace-Step,,Grenville Province,ON,45,-78,,,,,"Berger, G. W., & York, D. (1981). 40Ar/39Ar dating of the Thanet gabbro, Ontario: looking through the Grenvillian metamorphic veil and implications for paleomagnetism. Canadian Journal of Earth Sciences, 18(2), 266-273."
TH15-86,1090.5,7.8,7.8,Ar/Ar,Direct,,Biotite,Ar Furnace-Step,,Grenville Province,ON,45,-78,,,,,"Berger, G. W., & York, D. (1981). 40Ar/39Ar dating of the Thanet gabbro, Ontario: looking through the Grenvillian metamorphic veil and implications for paleomagnetism. Canadian Journal of Earth Sciences, 18(2), 266-273."
TH15-85,1083.4,7.7,7.7,Ar/Ar,Direct,,Biotite,Ar Furnace-Step,,Grenville Province,ON,45,-78,,,,,"Berger, G. W., & York, D. (1981). 40Ar/39Ar dating of the Thanet gabbro, Ontario: looking through the Grenvillian metamorphic veil and implications for paleomagnetism. Canadian Journal of Earth Sciences, 18(2), 266-273."
