Sample_No,Age,Error_Plus,Error_Minus,Age_Method,Age_Interpretation,Age_Note,Age_Material,Age_Technique,Age_Qualifier,Geological_Province,Province,Latitude,Longitude,Location,Geological_Info,Rock_Type,Rock_Description,References
GV152,715.8,1.5,1.5,Ar/Ar,Total Gas Age,,K-Feldspar,Ar Furnace-Step,,Grenville Province,,45,-77,,Central Metasedimentary Belt; Frontenac Terrane,,,"Streepey, M. M., Hall, C. M., & Van Der Pluijm, B. A. (2002). The 40Ar‐39Ar laser analysis of K‐feldspar: Constraints on the uplift history of the Grenville Province in Ontario and New York. Journal of Geophysical Research: Solid Earth, 107(B11), ECV-12."
DG596-46,721,0.98,0.98,Ar/Ar,Total Gas Age,,K-Feldspar,Ar Furnace-Step,,Grenville Province,,45,-77,,Adirondack Highlands,,,"Streepey, M. M., Hall, C. M., & Van Der Pluijm, B. A. (2002). The 40Ar‐39Ar laser analysis of K‐feldspar: Constraints on the uplift history of the Grenville Province in Ontario and New York. Journal of Geophysical Research: Solid Earth, 107(B11), ECV-12."
115,789.8,1.6,1.6,Ar/Ar,Total Gas Age,,K-Feldspar,Ar Furnace-Step,,Grenville Province,,45,-77,,Central Metasedimentary Belt; Elzevir Terrane,,,"Streepey, M. M., Hall, C. M., & Van Der Pluijm, B. A. (2002). The 40Ar‐39Ar laser analysis of K‐feldspar: Constraints on the uplift history of the Grenville Province in Ontario and New York. Journal of Geophysical Research: Solid Earth, 107(B11), ECV-12."
115,758.8,1.3,1.3,Ar/Ar,Total Gas Age,,K-Feldspar,Ar Laser_Step,,Grenville Province,,45,-77,,Central Metasedimentary Belt; Elzevir Terrane,,,"Streepey, M. M., Hall, C. M., & Van Der Pluijm, B. A. (2002). The 40Ar‐39Ar laser analysis of K‐feldspar: Constraints on the uplift history of the Grenville Province in Ontario and New York. Journal of Geophysical Research: Solid Earth, 107(B11), ECV-12."
RL9824,704.2,1.3,1.3,Ar/Ar,Total Gas Age,,K-Feldspar,Ar Laser_Step,,Grenville Province,,45,-77,,Central Metasedimentary Belt; Elzevir Terrane,,,"Streepey, M. M., Hall, C. M., & Van Der Pluijm, B. A. (2002). The 40Ar‐39Ar laser analysis of K‐feldspar: Constraints on the uplift history of the Grenville Province in Ontario and New York. Journal of Geophysical Research: Solid Earth, 107(B11), ECV-12."
SL9823,813.3,1.8,1.8,Ar/Ar,Total Gas Age,,K-Feldspar,Ar Laser_Step,,Grenville Province,,45,-77,,Central Metasedimentary Belt; Sharbot Lake Terrane,,,"Streepey, M. M., Hall, C. M., & Van Der Pluijm, B. A. (2002). The 40Ar‐39Ar laser analysis of K‐feldspar: Constraints on the uplift history of the Grenville Province in Ontario and New York. Journal of Geophysical Research: Solid Earth, 107(B11), ECV-12."
