Sample_No,Age,Error_Plus,Error_Minus,Age_Method,Age_Interpretation,Age_Note,Age_Material,Age_Technique,Age_Qualifier,Geological_Province,Province,Latitude,Longitude,Location,Geological_Info,Rock_Type,Rock_Description,References
HBDE CG 121,1143,13,13,Ar/Ar,Cooling,Plateau age,Hornblende,Ar Furnace-Step,,Grenville Province,ON,,,Cordova Gabbro,"Central Metasedimentary belt, Bancroft Terrane",,,"Lopez-Martinez, M., & York, D. (1983). Further thermochronometric unravelling of the age and palaeomagnetic record of the southwest Grenville Province. Canadian Journal of Earth Sciences, 20(6), 953-960."
HBDE CG 64,1052,8,8,Ar/Ar,Cooling,Plateau age,Hornblende,Ar Furnace-Step,,Grenville Province,ON,,,Cordova Gabbro,"Central Metasedimentary belt, Bancroft Terrane",,,"Lopez-Martinez, M., & York, D. (1983). Further thermochronometric unravelling of the age and palaeomagnetic record of the southwest Grenville Province. Canadian Journal of Earth Sciences, 20(6), 953-960."
PLAG CG 121,465,4,4,Ar/Ar,Cooling,Plateau age,Plagioclase,Ar Furnace-Step,,Grenville Province,ON,,,Cordova Gabbro,"Central Metasedimentary belt, Bancroft Terrane",,,"Lopez-Martinez, M., & York, D. (1983). Further thermochronometric unravelling of the age and palaeomagnetic record of the southwest Grenville Province. Canadian Journal of Earth Sciences, 20(6), 953-960."
PLAG CG 121,434,1,1,Ar/Ar,Cooling,Plateau age,Plagioclase,Ar Furnace-Step,,Grenville Province,ON,,,Cordova Gabbro,"Central Metasedimentary belt, Bancroft Terrane",,,"Lopez-Martinez, M., & York, D. (1983). Further thermochronometric unravelling of the age and palaeomagnetic record of the southwest Grenville Province. Canadian Journal of Earth Sciences, 20(6), 953-960."
