Sample_No,Age,Error_Plus,Error_Minus,Age_Method,Age_Interpretation,Age_Note,Age_Material,Age_Technique,Age_Qualifier,Geological_Province,Province,Latitude,Longitude,Location,Geological_Info,Rock_Type,Rock_Description,References
SSA-10B,1001,8,8,Ar/Ar,Cooling,amphibolite,Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,45.50006,-78.24977,Approx. 50 km WSE of Pembroke. Location approximate.,Central Gneiss Belt - unknown,Metamorphic,amphibolite,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
SSA-11B,758,8,8,Ar/Ar,Cooling,amphibolite,K-Feldspar,Ar Furnace-Fusion,Estimate,Grenville Province,ON,45.58339,-78.38311,Huntsville area. Location approximate.,Central Gneiss Belt - unknown,Metamorphic,amphibolite,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
SSA-3A,872,8,8,Ar/Ar,Cooling,diorite,K-Feldspar,Ar Furnace-Step,Estimate,Grenville Province,ON,45.65005,-79.89983,Huntsville area. Location approximate.,Central Gneiss Belt - unknown,Plutonic,diorite,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
SSA-9B,845,8,8,Ar/Ar,Cooling,pegmatite,K-Feldspar,Ar Furnace-Step,Estimate,Grenville Province,ON,45.33338,-78.96647,Location approximate.,Central Gneiss Belt - unknown,Plutonic,pegmatite,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
FKL-6,1008,8,8,Ar/Ar,Cooling,gneiss,Hornblende,Ar Furnace-Fusion,Direct,Grenville Province,ON,45.32089,-79.07898,E of Huntsville. Location approximate.,"Central Gneiss Belt, Algonquin Domain - unknown",Metamorphic,gneiss,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
SSA-13,1011,8,8,Ar/Ar,Cooling,amphibolite,Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,45.53338,-78.68312,Huntsville area. Location approximate.,"Central Gneiss Belt, Algonquin Domain - unknown",Metamorphic,amphibolite,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
SSA-14,994,8,8,Ar/Ar,Cooling,amphibolite,Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,45.30005,-78.98313,Huntsville area. Location approximate.,"Central Gneiss Belt, Algonquin Domain - unknown",Metamorphic,amphibolite,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
SSA-14,1030,8,8,Ar/Ar,Cooling,amphibolite,Biotite,Ar Furnace-Step,Estimate,Grenville Province,ON,45.30005,-78.98313,Huntsville area. Location approximate.,"Central Gneiss Belt, Algonquin Domain - unknown",Metamorphic,amphibolite,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
SSA-8A,907,8,8,Ar/Ar,Cooling,gneiss,Biotite,Ar Furnace-Step,Direct,Grenville Province,ON,45.35005,-79.13314,NE of Huntsville. Location approximate.,"Central Gneiss Belt, Algonquin Domain - unknown",Metamorphic,gneiss,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
SSA-8A,936,8,8,Ar/Ar,Cooling,gneiss,Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,45.35005,-79.13314,NE of Huntsville. Location approximate.,"Central Gneiss Belt, Algonquin Domain - unknown",Metamorphic,gneiss,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
SSA-7A,976,8,8,Ar/Ar,Cooling,gneiss,Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,45.61672,-79.4165,NNW of Huntsville. Location approximate.,"Central Gneiss Belt, Kiosk Domain - unknown",Metamorphic,gneiss,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
SSA-7B,876,8,8,Ar/Ar,Cooling,gneiss,Muscovite,Ar Furnace-Step,Direct,Grenville Province,ON,45.61672,-79.4165,NNW of Huntsville. Location approximate.,"Central Gneiss Belt, Kiosk Domain - unknown",Metamorphic,gneiss,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
SSA-7C,831,8,8,Ar/Ar,Cooling,gneiss,K-Feldspar,Ar Furnace-Step,Estimate,Grenville Province,ON,45.61672,-79.4165,NNW of Huntsville. Location approximate.,"Central Gneiss Belt, Kiosk Domain - unknown",Metamorphic,gneiss,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
MIN86-4A,954,6,6,Ar/Ar,Cooling,amphibolite,Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,45.01673,-78.84979,Approx. 60 km W of Bancroft. Location approximate.,"Central Gneiss Belt, Muskoka Domain - unknown",Metamorphic,amphibolite,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
RDT-3,924,8,8,Ar/Ar,Cooling,gneiss,Biotite,Ar Furnace-Step,Direct,Grenville Province,ON,45.24958,-78.94818,No topographic reference given in report; located by UTM in appendix,"Central Gneiss Belt, Kiosk Domain - unknown",Metamorphic,gneiss,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
RDT-3,977,8,8,Ar/Ar,Cooling,gneiss,Hornblende,Ar Furnace-Fusion,Direct,Grenville Province,ON,45.24958,-78.94818,No topographic reference given in report; located by UTM in appendix,"Central Gneiss Belt, Kiosk Domain - unknown",Metamorphic,gneiss,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
CHF-2,1012,8,8,Ar/Ar,Cooling,gneiss,Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,45.42091,-79.23598,No topographic reference given in report; located by UTM in appendix,"Central Gneiss Belt, Kiosk Domain - unknown",Metamorphic,gneiss,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
MR86-1A,1031,6,6,Ar/Ar,Cooling,amphibolite,Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,46.25839,-78.99147,E of North Bay. Location approximate.,"Central Gneiss Belt, Ottawa-Bonnechere graben - unknown",Metamorphic,amphibolite,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
MR86-1B,947,4,4,Ar/Ar,Cooling,gneiss,Biotite,Ar Furnace-Fusion,Estimate,Grenville Province,ON,46.25839,-78.99147,E of North Bay. Location approximate.,"Central Gneiss Belt, Ottawa-Bonnechere graben - unknown",Metamorphic,gneiss,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
MR86-8A,959,4,4,Ar/Ar,Cooling,amphibolite,Biotite,Ar Furnace-Step,Estimate,Grenville Province,ON,46.35838,-79.41648,North Bay. Location approximate.,"Central Gneiss Belt, Ottawa-Bonnechere graben - unknown",Metamorphic,amphibolite,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
MR86-8A,963,8,8,Ar/Ar,Cooling,amphibolite,Hornblende,Ar Furnace-Step,Estimate,Grenville Province,ON,46.35838,-79.41648,North Bay. Location approximate.,"Central Gneiss Belt, Ottawa-Bonnechere graben - unknown",Metamorphic,amphibolite,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
MR86-8B,909,6,6,Ar/Ar,Cooling,schist,Muscovite,Ar Furnace-Fusion,Direct,Grenville Province,ON,46.35838,-79.41648,North Bay. Location approximate.,"Central Gneiss Belt, Ottawa-Bonnechere graben - unknown",Metamorphic,schist,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
SSA-4,989,8,8,Ar/Ar,Cooling,amphibolite,Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,45.90005,-79.79983,NW of Huntsville. Location approximate.,"Central Gneiss Belt, Parry Sound Domain - unknown",Metamorphic,amphibolite,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
SSA-5,1005,8,8,Ar/Ar,Cooling,amphibolite,Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,45.90005,-79.78316,NW of Huntsville. Location approximate.,"Central Gneiss Belt, Parry Sound Domain - unknown",Metamorphic,amphibolite,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
SSA-12,875,8,8,Ar/Ar,Cooling,gneiss,Biotite,Ar Furnace-Step,Direct,Grenville Province,ON,45.5872,-78.50004,No topographic reference given in report; located by UTM in appendix,"Central Metasedimentary Belt, Algonquin/McClintock terrane boundary - unknown",Metamorphic,gneiss,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
MIN86-3A,848,6,6,Ar/Ar,Cooling,amphibolite,Biotite,Ar Furnace-Fusion,Estimate,Grenville Province,ON,45.03339,-78.78312,50 km W of Bancroft. Location approximate.,Central Metasedimentary Belt Boundary Zone - unknown,Metamorphic,amphibolite,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
MIN86-3A,978,6,6,Ar/Ar,Cooling,amphibolite,Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,45.03339,-78.78312,50 km W of Bancroft. Location approximate.,Central Metasedimentary Belt Boundary Zone - unknown,Metamorphic,amphibolite,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
MIN86-3B,787,4,4,Ar/Ar,Cooling,pegmatite,K-Feldspar,Ar Furnace-Step,Estimate,Grenville Province,ON,45.03339,-78.78312,50 km W of Bancroft. Location approximate.,Central Metasedimentary Belt Boundary Zone - unknown,Plutonic,pegmatite,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
HL86-10,1027,6,6,Ar/Ar,Cooling,amphibolite,Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,44.98339,-77.79142,SE of Bancroft. Location approximate.,"Central Metasedimentary Belt, Elzevir terrane - unknown",Metamorphic,amphibolite,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
HL86-11A,819,6,6,Ar/Ar,Cooling,pegmatite,K-Feldspar,Ar Furnace-Step,Estimate,Grenville Province,ON,45.01673,-77.91643,Approx. 8 km SW of Bancroft. Location approximate.,"Central Metasedimentary Belt, Elzevir terrane - unknown",Plutonic,pegmatite,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
HL86-11B,930,6,6,Ar/Ar,Cooling,gneiss,Biotite,Ar Furnace-Fusion,Estimate,Grenville Province,ON,45.01673,-77.91643,Approx. 8 km SW of Bancroft. Location approximate.,"Central Metasedimentary Belt, Elzevir terrane - unknown",Metamorphic,gneiss,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
HL86-11B,1032,6,6,Ar/Ar,Cooling,gneiss,Hornblende,Ar Furnace-Step,Estimate,Grenville Province,ON,45.01673,-77.91643,Approx. 8 km SW of Bancroft. Location approximate.,"Central Metasedimentary Belt, Elzevir terrane - unknown",Metamorphic,gneiss,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
HL86-2B,895,4,4,Ar/Ar,Cooling,gneiss,Muscovite,Ar Furnace-Step,Direct,Grenville Province,ON,44.64589,-77.09972,NE of Madoc. Location approximate,"Central Metasedimentary Belt, Elzevir terrane - unknown",Metamorphic,gneiss,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
HL86-2B,897,4,4,Ar/Ar,Cooling,gneiss,Biotite,Ar Furnace-Fusion,Estimate,Grenville Province,ON,44.64589,-77.09972,NE of Madoc. Location approximate,"Central Metasedimentary Belt, Elzevir terrane - unknown",Metamorphic,gneiss,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
HL86-2C,917,4,4,Ar/Ar,Cooling,gneiss,Biotite,Ar Furnace-Fusion,Estimate,Grenville Province,ON,44.64589,-77.09972,NE of Madoc. Location approximate,"Central Metasedimentary Belt, Elzevir terrane - unknown",Metamorphic,gneiss,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
HL86-2C,943,6,6,Ar/Ar,Cooling,gneiss,Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,44.64589,-77.09972,NE of Madoc. Location approximate,"Central Metasedimentary Belt, Elzevir terrane - unknown",Metamorphic,gneiss,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
HL86-3,850,20,20,Ar/Ar,Cooling,amphibolite,Biotite,Ar Furnace-Fusion,Estimate,Grenville Province,ON,44.61256,-77.1664,NE of Madoc. Location approximate,"Central Metasedimentary Belt, Elzevir terrane - unknown",Metamorphic,amphibolite,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
HL86-3,948,6,6,Ar/Ar,Cooling,amphibolite,Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,44.61256,-77.1664,NE of Madoc. Location approximate,"Central Metasedimentary Belt, Elzevir terrane - unknown",Metamorphic,amphibolite,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
HL86-5,903,6,6,Ar/Ar,Cooling,schist,Muscovite,Ar Furnace-Step,Direct,Grenville Province,ON,44.54173,-77.3164,Location approximate,"Central Metasedimentary Belt, Elzevir terrane - unknown",Metamorphic,schist,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
HL86-6,1012,6,6,Ar/Ar,Cooling,amphibolite,Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,44.52506,-77.49557,N of Madoc. Location approximate.,"Central Metasedimentary Belt, Elzevir terrane - unknown",Metamorphic,amphibolite,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
HL86-7,1106,6,6,Ar/Ar,Cooling,gabbro,Hornblende,Ar Furnace-Step,Estimate,Grenville Province,ON,44.75423,-77.62474,N of Madoc. Location approximate.,"Central Metasedimentary Belt, Elzevir terrane - unknown",Plutonic,gabbro,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
HL86-1,925,6,6,Ar/Ar,Cooling,amphibolite,Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,44.69173,-76.99972,NE of Kingston. Location approximate,"Central Metasedimentary Belt, Frontenac/Sharbot Lake terrane boundary - unknown",Metamorphic,amphibolite,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
FA86-10,1013,6,6,Ar/Ar,Cooling,amphibolite,Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,44.76673,-76.77471,Midway between Ottawa and Kingston. Location approximate,"Central Metasedimentary Belt, Frontenac/Sharbot Lake terrane boundary - unknown",Metamorphic,amphibolite,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
FA86-3,1111,6,6,Ar/Ar,Cooling,amphibolite,Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,44.57089,-76.32887,NNE of Kingston. Location approximate,"Central Metasedimentary Belt, Frontenac/Sharbot Lake terrane boundary - unknown",Metamorphic,amphibolite,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
FA86E-6,967,6,6,Ar/Ar,Cooling,amphibolite,Biotite,Ar Furnace-Fusion,Estimate,Grenville Province,ON,44.44589,-76.68304,Location approximate,"Central Metasedimentary Belt, Frontenac/Sharbot Lake terrane boundary - unknown",Metamorphic,amphibolite,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
PSM4-1,1074,6,6,Ar/Ar,Cooling,amphibolite,Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,44.73339,-76.70388,NNW of Kingston. Location approximate.,"Central Metasedimentary Belt, Frontenac/Sharbot Lake terrane boundary - unknown",Metamorphic,amphibolite,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
FA86E-3,1319,6,6,Ar/Ar,Cooling,amphibolite,Biotite,Ar Furnace-Fusion,Estimate,Grenville Province,ON,44.57089,-76.32887,NNE of Kingston. Location approximate,"Central Metasedimentary Belt, Frontenac/Sharbot Lake terrane boundary - unknown",Metamorphic,amphibolite,"Cosca, M. A., Sutter, J. F., & Essene, E. J. (1991). Cooling and inferred uplift/erosion history of the Grenville orogen, Ontario: constraints from 40Ar/39Ar thermochronology. Tectonics, 10(5), 959-977."
