Sample_No,Age,Error_Plus,Error_Minus,Age_Method,Age_Interpretation,Age_Note,Age_Material,Age_Technique,Age_Qualifier,Geological_Province,Province,Latitude,Longitude,Location,Geological_Info,Rock_Type,Rock_Description,References
EC7535,964,21,27,Ar/Ar,Direct,,Biotite,Ar Furnace-Step,,Grenville Province,NL,53.7,-59,Mealy dikes,Mealy Mountains,,,"Park, J. K., & Emslie, R. F. (1983). Paleomagnetic history of the Mealy dykes of Labrador, Canada. Canadian Journal of Earth Sciences, 20(12), 1818-1833."
EC7505,955,21,27,Ar/Ar,Direct,,Biotite,Ar Furnace-Step,,Grenville Province,NL,53.7,-59,Mealy dikes,Mealy Mountains,,,"Park, J. K., & Emslie, R. F. (1983). Paleomagnetic history of the Mealy dykes of Labrador, Canada. Canadian Journal of Earth Sciences, 20(12), 1818-1833."
