Sample_No,Age,Error_Plus,Error_Minus,Age_Method,Age_Interpretation,Age_Note,Age_Material,Age_Technique,Age_Qualifier,Geological_Province,Province,Latitude,Longitude,Location,Geological_Info,Rock_Type,Rock_Description,References
AT8793,931,6,6,Ar/Ar,Cooling,"From ""amphibolite / metavolcanic"" unit. Individual sample not described.",Hornblende,Laser-Step,Direct,Grenville Province,ON,44.55006,-77.33306,No topographic features given in report. Coordinates approximated from sketch map in report.,Elzevier terrane - Mooroton shear zone,Metamorphic,"From ""amphibolite / metavolcanic"" unit. Individual sample not described.","Cureton, J.S., van der Pluijm, B.A. and Essene, E.J., 1997. Nature of the Elzevir-Mazinaw domain boundary, Grenville Orogen, Ontario; Canadian Journal of Earth Sciences, v. 34, p. 976-99"
10193,966,6,6,Ar/Ar,Cooling,"From ""clastic metasediments"" unit. Individual sample not described.",Hornblende,Laser-Step,Direct,Grenville Province,ON,44.55006,-77.29973,No topographic features given in report. Coordinates approximated from sketch map in report.,Mazinaw terrane - Mooroton shear zone,Metamorphic,"From ""clastic metasediments"" unit. Individual sample not described.","Cureton, J.S., van der Pluijm, B.A. and Essene, E.J., 1997. Nature of the Elzevir-Mazinaw domain boundary, Grenville Orogen, Ontario; Canadian Journal of Earth Sciences, v. 34, p. 976-99"
